"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:16";25251;1;45630405746,0069
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:16";8837;1;45630405746,0069
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:16";98;1;45630405746,0069
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:17";10964;1;45630405757,5347
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:17";7904;1;45630405757,5347
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:17";14712;1;45630405757,5347
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:17";12046;1;45630405757,5347
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:17";25255;1;45630405757,5347
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:17";8846;1;45630405757,5347
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:18";11120;1;45630405769,132
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:18";7892;1;45630405769,132
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:18";14696;1;45630405769,132
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:18";12050;1;45630405769,1435
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:18";25260;1;45630405769,1435
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:18";8844;1;45630405769,1435
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:18";-13;1;45630405769,1435
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:18";96;1;45630405769,1435
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:18";-46;1;45630405769,1435
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:19";11187;1;45630405780,625
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:19";7890;1;45630405780,625
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:19";14684;1;45630405780,625
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:19";12053;1;45630405780,6366
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:19";25264;1;45630405780,6366
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:19";8840;1;45630405780,6366
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:19";-14;1;45630405780,6366
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:19";98;1;45630405780,6366
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:20";11125;1;45630405792,3148
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:20";7886;1;45630405792,3148
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:20";14672;1;45630405792,3148
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:20";12057;1;45630405792,3148
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:20";25266;1;45630405792,3264
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:20";8832;1;45630405792,3264
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:20";95;1;45630405792,3264
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:20";-45;1;45630405792,3264
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:21";10967;1;45630405803,912
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:21";7867;1;45630405803,9236
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:21";14663;1;45630405803,9236
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:21";12060;1;45630405803,9236
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:21";8830;1;45630405803,9236
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:21";-46;1;45630405803,9236
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:22";10993;1;45630405815,4745
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:22";7880;1;45630405815,4861
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:22";14653;1;45630405815,4861
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:22";12062;1;45630405815,4861
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:22";8836;1;45630405815,4861
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:22";-13;1;45630405815,4861
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:22";-45;1;45630405815,4861
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:23";11175;1;45630405827,0718
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:23";7878;1;45630405827,0718
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:23";14642;1;45630405827,0718
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:23";12065;1;45630405827,0718
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:23";8832;1;45630405827,0833
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:23";-14;1;45630405827,0833
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:23";94;1;45630405827,0833
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:23";-46;1;45630405827,0833
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:24";10988;1;45630405838,7153
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:24";7867;1;45630405838,7153
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:24";14632;1;45630405838,7153
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:24";12067;1;45630405838,7153
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:24";25267;1;45630405838,7269
"Entradas / Sel. Loc_TEMPERATURA ENTRADA AGUA MD";"04.12.2024 09:44:24";596;1;45630405838,7269
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:24";8836;1;45630405838,7269
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:24";95;1;45630405838,7269
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:24";-45;1;45630405838,7269
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:25";11033;1;45630405850,1736
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:25";7884;1;45630405850,1736
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:25";14622;1;45630405850,1736
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:25";12068;1;45630405850,1852
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:25";8830;1;45630405850,1852
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:25";94;1;45630405850,1852
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:25";-46;1;45630405850,1852
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:26";11111;1;45630405861,713
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:26";7859;1;45630405861,713
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:26";14614;1;45630405861,7245
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:26";12070;1;45630405861,7245
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:26";25268;1;45630405861,7245
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:26";8842;1;45630405861,7245
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:27";11075;1;45630405873,3102
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:27";7870;1;45630405873,3102
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:27";14607;1;45630405873,3102
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:27";11699;1;45630405873,3102
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:27";25270;1;45630405873,3102
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:27";8841;1;45630405873,3102
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:27";-13;1;45630405873,3218
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:28";11054;1;45630405884,8264
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:28";7887;1;45630405884,8264
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:28";14593;1;45630405884,8264
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:28";8787;1;45630405884,8264
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:28";25271;1;45630405884,8264
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:28";-14;1;45630405884,838
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:28";91;1;45630405884,838
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:28";-45;1;45630405884,838
"Entradas / Sel. Loc_PRESOSTATO FRENO INDEPENDIENTE";"04.12.2024 09:44:28";-1;1;45630405884,8495
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:29";11228;1;45630405896,5278
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:29";7870;1;45630405896,5278
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:29";14587;1;45630405896,5278
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:29";4787;1;45630405896,5278
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:29";25263;1;45630405896,5278
"Entradas / Sel. Loc_TEMPERATURA ACEITE MD";"04.12.2024 09:44:29";641;1;45630405896,5394
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:29";8838;1;45630405896,5394
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:29";96;1;45630405896,5394
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:29";-46;1;45630405896,5394
"XFB6 - Auxiliar - S07B13 - CAMPO GP (GF / BF)";"04.12.2024 09:44:29";-1;1;45630405896,5394
"Entradas / Sel. Loc_AUXILIAR BF";"04.12.2024 09:44:29";-1;1;45630405896,5509
"Entradas / Sel. Loc_THS 1-8 CAMPO GENERADOR";"04.12.2024 09:44:29";-1;1;45630405896,5509
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:30";11157;1;45630405908,1019
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:30";7886;1;45630405908,1134
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:30";14582;1;45630405908,1134
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:30";1512;1;45630405908,1134
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:30";25253;1;45630405908,1134
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:30";8830;1;45630405908,1134
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:30";98;1;45630405908,1134
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:31";10991;1;45630405919,6875
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:31";7879;1;45630405919,6875
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:31";14576;1;45630405919,6875
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:31";616;1;45630405919,6875
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:31";25243;1;45630405919,6875
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:31";8796;1;45630405919,6991
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:31";374;1;45630405919,6991
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:31";1347;1;45630405919,6991
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:31";1033;1;45630405919,6991
"Entradas / Sel. Loc_AUXILIAR GF / SF";"04.12.2024 09:44:31";-1;1;45630405919,6991
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:32";11057;1;45630405931,2616
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:32";7845;1;45630405931,2616
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:32";14570;1;45630405931,2616
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:32";322;1;45630405931,2616
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:32";25234;1;45630405931,2616
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:32";8902;1;45630405931,2731
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:32";774;1;45630405931,2731
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:32";3361;1;45630405931,2731
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:32";3001;1;45630405931,2731
"15A6 - Auxiliar - S07B09 - BOB A (AV)";"04.12.2024 09:44:32";-1;1;45630405931,2731
"Entradas / Sel. Loc_THS PARES 2-4-6-8";"04.12.2024 09:44:32";-1;1;45630405931,2847
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:33";11145;1;45630405942,8935
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:33";8193;1;45630405942,8935
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:33";14564;1;45630405942,9051
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:33";245;1;45630405942,9051
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:33";25227;1;45630405942,9051
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:33";10307;1;45630405942,9051
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:33";1155;1;45630405942,9051
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:33";2868;1;45630405942,9051
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:33";2697;1;45630405942,9051
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:34";11227;1;45630405954,375
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:34";8468;1;45630405954,375
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:34";14558;1;45630405954,375
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:34";194;1;45630405954,375
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:34";25217;1;45630405954,375
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:34";10315;1;45630405954,375
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:34";1492;1;45630405954,375
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:34";2740;1;45630405954,3866
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:34";2581;1;45630405954,3866
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:35";11234;1;45630405965,9375
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:35";8666;1;45630405965,9375
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:35";14551;1;45630405965,9375
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:35";123;1;45630405965,9375
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:35";25212;1;45630405965,9375
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:35";10368;1;45630405965,9491
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:35";2073;1;45630405965,9491
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:35";3208;1;45630405965,9491
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:35";3039;1;45630405965,9491
"15A6 - Auxiliar - S07B09 - BOB A (AV)";"04.12.2024 09:44:35";0;1;45630405965,9491
"Entradas / Sel. Loc_THS PARES 2-4-6-8";"04.12.2024 09:44:35";0;1;45630405965,9606
"Entradas / Sel. Loc_THS 3-8";"04.12.2024 09:44:35";-1;1;45630405965,9606
"7C6 - Auxiliar - S07B05 - BOB C (CV)";"04.12.2024 09:44:35";-1;1;45630405965,9606
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:36";11316;1;45630405977,4769
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:36";9116;1;45630405977,4884
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:36";14543;1;45630405977,4884
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:36";49;1;45630405977,4884
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:36";25204;1;45630405977,4884
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:36";11879;1;45630405977,4884
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:36";3179;1;45630405977,4884
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:36";4188;1;45630405977,4884
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:36";4003;1;45630405977,5
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:37";11551;1;45630405989,0972
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:37";9928;1;45630405989,0972
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:37";14538;1;45630405989,0972
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:37";-10;1;45630405989,0972
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:37";25197;1;45630405989,0972
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:37";13411;1;45630405989,0972
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:37";4384;1;45630405989,1088
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:37";4308;1;45630405989,1088
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:37";4155;1;45630405989,1088
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:38";11607;1;45630406000,6829
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:38";10986;1;45630406000,6829
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:38";14531;1;45630406000,6829
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:38";-27;1;45630406000,6944
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:38";25189;1;45630406000,6944
"Entradas / Sel. Loc_TEMPERATURA ACEITE MD";"04.12.2024 09:44:38";642;1;45630406000,6944
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:38";14324;1;45630406000,6944
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:38";5548;1;45630406000,6944
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:38";3947;1;45630406000,6944
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:38";3812;1;45630406000,6944
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:39";11549;1;45630406012,2917
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:39";12098;1;45630406012,2917
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:39";14525;1;45630406012,2917
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:39";-29;1;45630406012,2917
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:39";25183;1;45630406012,2917
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:39";14433;1;45630406012,2917
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:39";6146;1;45630406012,2917
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:39";3643;1;45630406012,3032
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:39";3496;1;45630406012,3032
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:40";11457;1;45630406023,8426
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:40";12725;1;45630406023,8426
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:40";14518;1;45630406023,8426
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:40";-28;1;45630406023,8426
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:40";25173;1;45630406023,8426
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:40";14450;1;45630406023,8542
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:40";6600;1;45630406023,8542
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:40";3385;1;45630406023,8542
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:40";3239;1;45630406023,8542
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:41";11512;1;45630406035,4051
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:41";13186;1;45630406035,4051
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:41";14512;1;45630406035,4051
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:41";25167;1;45630406035,4051
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:41";14470;1;45630406035,4167
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:41";6936;1;45630406035,4167
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:41";3158;1;45630406035,4167
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:41";3029;1;45630406035,4167
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:42";11449;1;45630406047,0718
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:42";13467;1;45630406047,0718
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:42";14504;1;45630406047,0718
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:42";25160;1;45630406047,0833
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:42";14497;1;45630406047,0833
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:42";7186;1;45630406047,0833
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:42";2965;1;45630406047,0833
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:42";2851;1;45630406047,0833
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:43";11495;1;45630406058,5417
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:43";13675;1;45630406058,5417
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:43";14499;1;45630406058,5417
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:44:43";-27;1;45630406058,5532
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:43";25155;1;45630406058,5532
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:43";14508;1;45630406058,5532
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:43";7401;1;45630406058,5532
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:44:43";2824;1;45630406058,5532
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:44:43";2664;1;45630406058,5532
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:44:44";11461;1;45630406070,081
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:44:44";13808;1;45630406070,081
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:44:44";14493;1;45630406070,0926
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:44:44";25148;1;45630406070,0926
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:44:44";14512;1;45630406070,0926
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:44:44";7514;1;45630406070,0926
